Ivett,Durware,Ivett.Durware@icanschool.com,UX,2023,Lyon
Yvonne,Waite,Yvonne.Waite@icanschool.com,UX,2023,Bordeaux
Jillayne,Craggie,Jillayne.Craggie@icanschool.com,GameArt,2023,Lyon
Courtnay,Lanita,Courtnay.Lanita@icanschool.com,GameDesign,2023,Lille
Constance,Alwin,Constance.Alwin@icanschool.com,UX,2023,Lyon
Liana,Kristi,Liana.Kristi@icanschool.com,GameArt,2023,Lille
Renie,Ranjiv,Renie.Ranjiv@icanschool.com,Communication,2023,Paris
Konstance,Tristram,Konstance.Tristram@icanschool.com,Communication,2023,Lyon
Roslyn,Janith,Roslyn.Janith@icanschool.com,BD,2023,Lille
Elise,Halla,Elise.Halla@icanschool.com,Communication,2023,Lille
Susan,Modie,Susan.Modie@icanschool.com,GameArt,2023,Lille
Chickie,Argus,Chickie.Argus@icanschool.com,Web,2023,Bordeaux
Maud,Therine,Maud.Therine@icanschool.com,Communication,2023,Lyon
Caritta,Haymes,Caritta.Haymes@icanschool.com,Communication,2023,Lyon
Deirdre,Aaberg,Deirdre.Aaberg@icanschool.com,GameArt,2023,Lille
Ottilie,Tice,Ottilie.Tice@icanschool.com,BD,2023,Lille
Bee,Ciro,Bee.Ciro@icanschool.com,Communication,2023,Paris
Lynnea,Maxi,Lynnea.Maxi@icanschool.com,BD,2023,Lille
Raquela,Corilla,Raquela.Corilla@icanschool.com,GameDesign,2023,Paris
Britte,Havens,Britte.Havens@icanschool.com,BD,2023,Bordeaux
Xylina,Bord,Xylina.Bord@icanschool.com,Web,2023,Lille
Shirlee,Margarete,Shirlee.Margarete@icanschool.com,Web,2023,Paris
Kylynn,Aloise,Kylynn.Aloise@icanschool.com,GameArt,2023,Lille
Magdalena,Travax,Magdalena.Travax@icanschool.com,GameArt,2023,Lille
Orelia,Trey,Orelia.Trey@icanschool.com,Communication,2023,Lyon
Zia,Hortensia,Zia.Hortensia@icanschool.com,GameArt,2023,Bordeaux
Lindie,Dosia,Lindie.Dosia@icanschool.com,GameArt,2023,Paris
Minne,Nadia,Minne.Nadia@icanschool.com,GameDesign,2023,Lyon
Dawn,Emmaline,Dawn.Emmaline@icanschool.com,GameDesign,2023,Lille
Libbie,Dominy,Libbie.Dominy@icanschool.com,GameProgramming,2023,Bordeaux
Emma,Carlson,Emma.Carlson@icanschool.com,Communication,2023,Lille
Lesly,Roscoe,Lesly.Roscoe@icanschool.com,Web,2023,Paris
Mariann,Joni,Mariann.Joni@icanschool.com,GameArt,2023,Paris
Etta,Clara,Etta.Clara@icanschool.com,GameArt,2023,Lille
Pearline,Erskine,Pearline.Erskine@icanschool.com,Communication,2023,Bordeaux
Audrie,Friede,Audrie.Friede@icanschool.com,GameArt,2023,Bordeaux
Donetta,Darbie,Donetta.Darbie@icanschool.com,Web,2023,Lyon
Corina,Clara,Corina.Clara@icanschool.com,UX,2023,Paris
Nariko,Vanni,Nariko.Vanni@icanschool.com,UX,2023,Lyon
Deloria,Leopold,Deloria.Leopold@icanschool.com,BD,2023,Paris
Marnia,Schalles,Marnia.Schalles@icanschool.com,Communication,2023,Lyon
Carilyn,Leifeste,Carilyn.Leifeste@icanschool.com,UX,2023,Bordeaux
Jeanna,Ariella,Jeanna.Ariella@icanschool.com,UX,2023,Bordeaux
Chere,Montgomery,Chere.Montgomery@icanschool.com,GameDesign,2023,Lyon
Myriam,Couture,Myriam.Couture@icanschool.com,GameArt,2023,Lyon
Emma,Malvino,Emma.Malvino@icanschool.com,UX,2023,Paris
Kelly,McAdams,Kelly.McAdams@icanschool.com,GameDesign,2023,Bordeaux
Keelia,Brieta,Keelia.Brieta@icanschool.com,GameDesign,2023,Paris
Yetty,Natalia,Yetty.Natalia@icanschool.com,Communication,2023,Paris
Rayna,Goldina,Rayna.Goldina@icanschool.com,BD,2023,Paris
Fawne,Burnside,Fawne.Burnside@icanschool.com,GameDesign,2023,Bordeaux
Gale,Annabella,Gale.Annabella@icanschool.com,Communication,2023,Lille
Amalie,Corilla,Amalie.Corilla@icanschool.com,UX,2023,Lille
Glenda,Ax,Glenda.Ax@icanschool.com,Web,2023,Lyon
Aurore,Bethany,Aurore.Bethany@icanschool.com,GameArt,2023,Bordeaux
Marline,Quinn,Marline.Quinn@icanschool.com,GameDesign,2023,Paris
Silvana,McClimans,Silvana.McClimans@icanschool.com,Communication,2023,Lille
Eugine,Quent,Eugine.Quent@icanschool.com,Web,2023,Lille
Elora,Pierette,Elora.Pierette@icanschool.com,BD,2023,Paris
Darlleen,Afton,Darlleen.Afton@icanschool.com,Communication,2023,Lyon
Ginnie,Tufts,Ginnie.Tufts@icanschool.com,Web,2023,Paris
Andeee,Annice,Andeee.Annice@icanschool.com,Communication,2023,Paris
Shirlee,Dorcy,Shirlee.Dorcy@icanschool.com,BD,2023,Bordeaux
Heddie,Ietta,Heddie.Ietta@icanschool.com,UX,2023,Lyon
Karly,Haymes,Karly.Haymes@icanschool.com,GameArt,2023,Lille
Vere,Arvo,Vere.Arvo@icanschool.com,GameArt,2023,Paris
Amii,Rubie,Amii.Rubie@icanschool.com,GameProgramming,2023,Lyon
Aryn,Hourigan,Aryn.Hourigan@icanschool.com,Web,2023,Lille
Marcelline,Amadas,Marcelline.Amadas@icanschool.com,Communication,2023,Paris
Kelly,Radu,Kelly.Radu@icanschool.com,GameDesign,2023,Bordeaux
Melisent,Koziara,Melisent.Koziara@icanschool.com,GameArt,2023,Lille
Betta,Edmund,Betta.Edmund@icanschool.com,Web,2023,Lyon
Stacey,Alisia,Stacey.Alisia@icanschool.com,UX,2023,Lyon
Shannah,Si,Shannah.Si@icanschool.com,Communication,2023,Paris
Joleen,Bonilla,Joleen.Bonilla@icanschool.com,GameProgramming,2023,Lille
Kenna,Donell,Kenna.Donell@icanschool.com,BD,2023,Paris
Daphne,Bates,Daphne.Bates@icanschool.com,GameArt,2023,Lyon
Tori,Michella,Tori.Michella@icanschool.com,Web,2023,Lyon
Jacquetta,Radu,Jacquetta.Radu@icanschool.com,BD,2023,Lyon
Vivia,Vernier,Vivia.Vernier@icanschool.com,UX,2023,Lyon
Melodie,Hortensia,Melodie.Hortensia@icanschool.com,GameArt,2023,Lille
Dari,Codding,Dari.Codding@icanschool.com,BD,2023,Lille
Katleen,Georgy,Katleen.Georgy@icanschool.com,GameDesign,2023,Bordeaux
Ermengarde,Fiester,Ermengarde.Fiester@icanschool.com,Web,2023,Paris
Gaylene,Ardeha,Gaylene.Ardeha@icanschool.com,Web,2023,Paris
Cristine,Wind,Cristine.Wind@icanschool.com,Web,2023,Lille
Paule,Nerita,Paule.Nerita@icanschool.com,GameProgramming,2023,Lille
Briney,Jacobah,Briney.Jacobah@icanschool.com,GameProgramming,2023,Bordeaux
Riannon,Engdahl,Riannon.Engdahl@icanschool.com,UX,2023,Lyon
Lucy,Simmonds,Lucy.Simmonds@icanschool.com,UX,2023,Bordeaux
Delilah,Hartnett,Delilah.Hartnett@icanschool.com,Communication,2023,Bordeaux
Jillayne,Baptlsta,Jillayne.Baptlsta@icanschool.com,GameDesign,2023,Bordeaux
Lorie,Mike,Lorie.Mike@icanschool.com,Web,2023,Lyon
Minda,Raychel,Minda.Raychel@icanschool.com,Communication,2023,Bordeaux
Carolina,Damarra,Carolina.Damarra@icanschool.com,BD,2023,Lille
Dorthy,Blake,Dorthy.Blake@icanschool.com,Communication,2023,Lyon
Ninnetta,Knowling,Ninnetta.Knowling@icanschool.com,UX,2023,Lille
Ana,Loeb,Ana.Loeb@icanschool.com,GameDesign,2023,Bordeaux
